Date,Name,Ticker,Open,High,Low,Close,Volume,Daily_Return,Target
2016-01-04,INFOSYS,INFY.NS,419.8137084582352,420.76787393642576,410.6919237588225,411.7796630859375,3975362,-0.023840714648470596,0
2016-01-05,INFOSYS,INFY.NS,414.2985247228599,414.2985247228599,405.4247884724624,409.928466796875,4949786,-0.0044955991152874075,0
2016-01-06,INFOSYS,INFY.NS,410.1574925645301,410.1574925645301,404.1462513593633,408.1346435546875,5588328,-0.004375942115472431,0
2016-01-07,INFOSYS,INFY.NS,404.5852214623395,407.5812914256601,399.947968415872,401.0548095703125,5294088,-0.017346809677101893,1
2016-01-08,INFOSYS,INFY.NS,405.1385439433588,407.3903831335082,402.8485474632268,405.8255615234375,3156716,0.011895511135339154,0
2016-01-11,INFOSYS,INFY.NS,403.15396371469,408.363669271654,401.5509379670736,402.9249267578125,5360622,-0.007147491534875816,0
2016-01-12,INFOSYS,INFY.NS,405.3294423213532,405.69200651977934,393.4405326941889,400.7303466796875,6565212,-0.005446622763659703,1
2016-01-13,INFOSYS,INFY.NS,403.4210162054702,416.3976619490709,400.0241790310383,413.49700927734375,8751294,0.03185848714337802,1
2016-01-14,INFOSYS,INFY.NS,406.85604570191833,440.8243271911029,402.4096265035728,432.42767333984375,30227006,0.0457818645304946,1
2016-01-15,INFOSYS,INFY.NS,438.1527659757202,444.25942473496366,434.1643731096329,435.061279296875,13036614,0.006090280801620995,0
2016-01-18,INFOSYS,INFY.NS,435.06117164165846,443.5341399374423,430.6529098046036,432.0078430175781,10066612,-0.007018405049127097,1
2016-01-19,INFOSYS,INFY.NS,433.1910938588025,442.3319798024231,430.7293657500092,434.9658508300781,7500436,0.006847115996409414,0
2016-01-20,INFOSYS,INFY.NS,432.8094506101066,442.732771347199,426.3211255127769,427.9432067871094,7507998,-0.016145276760386795,1
2016-01-21,INFOSYS,INFY.NS,433.19107650540855,436.0535726056645,428.2294165982981,433.9735107421875,6743000,0.014091365067697037,0
2016-01-22,INFOSYS,INFY.NS,438.1908246276796,439.87016472643353,431.6643438660272,433.6680908203125,6436018,-0.000703775493929748,1
2016-01-25,INFOSYS,INFY.NS,435.1947455808059,437.7137323784043,429.2026067902992,434.2024230957031,4579262,0.0012321226456386558,1
2016-01-27,INFOSYS,INFY.NS,437.5611745240621,438.763432312104,433.1911153881289,434.5269470214844,6971962,0.0007474023831270937,0
