Date,Close,Dividends,High,Low,Open,Stock Splits,Volume,Ticker,Name
2016-01-01,810.1697998046875,0.0,816.4851834167797,808.464201682238,813.1661603729552,0.0,294006,ASIANPAINT.NS,ASIANPAINT
2016-01-04,812.0597534179688,0.0,822.8005754934802,803.6699668230093,807.8187735226295,0.0,709103,ASIANPAINT.NS,ASIANPAINT
2016-01-05,830.3607177734375,0.0,834.3712088098264,812.5208134131542,812.5208134131542,0.0,1372748,ASIANPAINT.NS,ASIANPAINT
2016-01-06,817.2228393554688,0.0,840.7327466541964,815.010119689222,833.910241243101,0.0,1716479,ASIANPAINT.NS,ASIANPAINT
2016-01-07,804.2692260742188,0.0,821.9708130410694,801.1806924039337,814.0880913609591,0.0,990333,ASIANPAINT.NS,ASIANPAINT
2016-01-08,806.3438110351562,0.0,813.1202307764559,798.9681528275745,810.4004455580489,0.0,886022,ASIANPAINT.NS,ASIANPAINT
2016-01-11,805.6522827148438,0.0,815.0101708732976,794.3583069306833,802.1027699771141,0.0,801102,ASIANPAINT.NS,ASIANPAINT
2016-01-12,804.7763671875,0.0,816.3930040245864,802.2870717876115,813.1661542063074,0.0,998419,ASIANPAINT.NS,ASIANPAINT
2016-01-13,800.7659301757812,0.0,814.5492018347019,783.7097216483993,811.2762649662404,0.0,901426,ASIANPAINT.NS,ASIANPAINT
2016-01-14,819.9886474609375,0.0,826.9954987431315,784.6776463656181,796.1099366384549,0.0,2296682,ASIANPAINT.NS,ASIANPAINT
2016-01-15,810.6306762695312,0.0,825.1054121385397,806.0669779551404,823.3075847696234,0.0,1301590,ASIANPAINT.NS,ASIANPAINT
2016-01-18,783.9402465820312,0.0,823.3078328212375,775.9653500495896,820.5419610424428,0.0,2335330,ASIANPAINT.NS,ASIANPAINT
2016-01-19,779.5609741210938,0.0,800.6277319286806,761.5367203833315,800.1667532843808,0.0,2443365,ASIANPAINT.NS,ASIANPAINT
2016-01-20,774.7666625976562,0.0,789.1953143940709,765.224428676494,768.9122572484289,0.0,2247202,ASIANPAINT.NS,ASIANPAINT
2016-01-21,778.5466918945312,0.0,789.1952852483714,775.3659286143462,783.6635425947613,0.0,1138753,ASIANPAINT.NS,ASIANPAINT
2016-01-22,802.0565185546875,0.0,805.2372815191279,782.9259104433227,786.4293358551422,0.0,1774017,ASIANPAINT.NS,ASIANPAINT
2016-01-25,810.0315551757812,0.0,813.1662320939338,800.3971476701132,802.102745942996,0.0,1794107,ASIANPAINT.NS,ASIANPAINT
2016-01-27,791.5463256835938,0.0,812.9818301199194,788.4117050344802,811.3223184501769,0.0,969509,ASIANPAINT.NS,ASIANPAINT
2016-01-28,791.9151000976562,0.0,797.4929295645283,785.6458027727804,787.3514009804707,0.0,1392051,ASIANPAINT.NS,ASIANPAINT
2016-01-29,802.0104370117188,0.0,806.7123953214473,791.9610829498552,796.5708680659777,0.0,1320575,ASIANPAINT.NS,ASIANPAINT
2016-02-01,818.1448974609375,0.0,820.5419638353297,803.3013517677992,805.9750503384569,0.0,786217,ASIANPAINT.NS,ASIANPAINT
2016-02-02,813.6271362304688,0.0,824.9211106427331,809.4783293035146,820.4496412412894,0.0,920875,ASIANPAINT.NS,ASIANPAINT
2016-02-03,796.2944946289062,0.0,814.9641290949646,792.0073708724226,807.8189603486953,0.0,540771,ASIANPAINT.NS,ASIANPAINT
2016-02-04,819.9425048828125,0.0,826.0274553612251,797.4928725402526,797.4928725402526,0.0,1658831,ASIANPAINT.NS,ASIANPAINT
2016-02-05,829.0698852539062,0.0,832.9421161558228,817.2227595552143,819.6198253997472,0.0,1739178,ASIANPAINT.NS,ASIANPAINT
2016-02-08,819.2511596679688,0.0,836.6761735599213,816.8540934149755,832.5273660877233,0.0,783143,ASIANPAINT.NS,ASIANPAINT
2016-02-09,815.1945190429688,0.0,824.506263700801,809.9393520609513,815.8399002989706,0.0,636386,ASIANPAINT.NS,ASIANPAINT
2016-02-10,808.1414794921875,0.0,819.6198565668586,798.8758219518369,819.1588780198581,0.0,707101,ASIANPAINT.NS,ASIANPAINT
2016-02-11,788.9188842773438,0.0,806.4821598420633,785.5076309636329,806.4821598420633,0.0,1004015,ASIANPAINT.NS,ASIANPAINT
2016-02-12,788.1813354492188,0.0,805.0992297640512,780.4368714517828,792.8832952729276,0.0,1089266,ASIANPAINT.NS,ASIANPAINT
2016-02-15,791.6845092773438,0.0,804.1309291251489,786.4293429761344,798.4147843110579,0.0,703958,ASIANPAINT.NS,ASIANPAINT
2016-02-16,774.7205810546875,0.0,793.0214642255194,770.8483497745061,788.3194490025138,0.0,985215,ASIANPAINT.NS,ASIANPAINT
