Date,Name,Ticker,Open,High,Low,Close,Volume,Daily_Return,Target
2016-01-04,HDFCBANK,HDFCBANK.NS,249.2023507287045,249.2023507287045,245.5470707834755,246.09881591796875,5187536,-0.016762309071064907,0
2016-01-05,HDFCBANK,HDFCBANK.NS,246.02983089807304,247.0873540714226,243.99529707616804,244.2366943359375,3160872,-0.007566560509791098,1
2016-01-06,HDFCBANK,HDFCBANK.NS,242.91481467881343,247.5356273714684,242.91481467881343,245.31716918945312,4165536,0.004423884201566697,0
2016-01-07,HDFCBANK,HDFCBANK.NS,243.70789197698417,244.81138203285587,241.31701556454067,242.81130981445312,6055428,-0.010214773728555393,1
2016-01-08,HDFCBANK,HDFCBANK.NS,244.1332270115374,244.7194614652046,243.05274836457264,244.2251892089844,3488356,0.005822955263540708,0
2016-01-11,HDFCBANK,HDFCBANK.NS,241.8573107289133,243.91482797725703,240.30554344442083,243.3630828857422,3288912,-0.0035299648084395896,0
2016-01-12,HDFCBANK,HDFCBANK.NS,244.5814909166908,244.5814909166908,239.89170026772803,240.684814453125,4258736,-0.011005237116734845,1
2016-01-13,HDFCBANK,HDFCBANK.NS,241.845830777608,244.3171641244324,238.39745866576,243.71945190429688,4515148,0.012608346139606041,0
2016-01-14,HDFCBANK,HDFCBANK.NS,241.4205297042757,243.0872428401751,238.9721799679216,241.3285675048828,6279184,-0.009809985952015432,0
2016-01-15,HDFCBANK,HDFCBANK.NS,240.92624980775523,242.63892995765096,238.65031874374253,239.58139038085935,5417260,-0.007239827187007664,0
2016-01-18,HDFCBANK,HDFCBANK.NS,238.08711519373327,239.4204689305652,234.7191994229252,235.83416748046875,6495388,-0.0156407093824511,1
2016-01-19,HDFCBANK,HDFCBANK.NS,236.14449305365596,238.52389208040103,235.93761319300157,238.12158203125,6405212,0.009699250007828786,0
2016-01-20,HDFCBANK,HDFCBANK.NS,235.63875587417684,254.71974781325653,231.7076173643728,234.09848022460935,9563588,-0.01689515823102783,1
2016-01-21,HDFCBANK,HDFCBANK.NS,234.7191721747465,237.53534245794003,232.97200275449225,235.178955078125,6300804,0.004615471456623554,1
2016-01-22,HDFCBANK,HDFCBANK.NS,235.7996393984889,240.0641368467912,234.96054405917403,236.85716247558597,4236284,0.0071358740279439115,1
2016-01-25,HDFCBANK,HDFCBANK.NS,239.07559963126891,240.62736690208092,237.48937109366443,239.3514862060547,10143884,0.010530919582074416,0
2016-01-27,HDFCBANK,HDFCBANK.NS,241.02969103065357,241.08716389589648,237.47787918380916,238.08709716796875,4039468,-0.005282561884731529,0
2016-01-28,HDFCBANK,HDFCBANK.NS,238.8572196866992,240.6733677781333,236.78819660952857,237.1790008544922,9951972,-0.0038141349291007653,1
2016-01-29,HDFCBANK,HDFCBANK.NS,237.9836166439084,242.523972759069,237.9836166439084,241.35153198242188,5360184,0.0175923294764595,1
2016-02-01,HDFCBANK,HDFCBANK.NS,243.2251618734703,245.29418498959623,242.236617381708,243.62747192382807,4609484,0.00942997926183442,0
2016-02-02,HDFCBANK,HDFCBANK.NS,244.8344013857725,244.8918742499476,241.43199660143995,242.25962829589844,6528628,-0.005614488452916788,0
2016-02-03,HDFCBANK,HDFCBANK.NS,240.12160301355863,241.7078595220674,239.5468744280786,239.97216796875,4850244,-0.009442185407609549,1
2016-02-04,HDFCBANK,HDFCBANK.NS,240.92622889976388,242.51248544689784,240.3630060974467,241.20208740234372,5675992,0.0051252586664711774,1
2016-02-05,HDFCBANK,HDFCBANK.NS,242.0297032597858,244.5585089326399,240.3744681634396,242.59292602539065,7523904,0.005766279380190031,0
2016-02-08,HDFCBANK,HDFCBANK.NS,242.53549913130152,243.22517353641425,236.8571910877096,238.1330718994141,3481924,-0.018384106243517495,0
2016-02-09,HDFCBANK,HDFCBANK.NS,236.0295644780508,237.14456057420728,234.6387379019506,235.88015747070312,5535460,-0.009460737270724717,0
2016-02-10,HDFCBANK,HDFCBANK.NS,235.38584427550933,236.8226657342878,232.2133312693588,232.8685302734375,7682280,-0.012767615680601141,0
2016-02-11,HDFCBANK,HDFCBANK.NS,232.1903869158346,232.88006133241632,222.58092618442217,224.2131500244141,8803600,-0.037168526974684535,0
2016-02-12,HDFCBANK,HDFCBANK.NS,225.0637589914384,226.77645332427448,222.07516975048972,223.31658935546875,12542144,-0.003998697974885612,1
2016-02-15,HDFCBANK,HDFCBANK.NS,225.2936223024573,227.19022677592184,223.24758277304457,223.8223114013672,10912960,0.002264596854886891,0
2016-02-16,HDFCBANK,HDFCBANK.NS,225.63844983589885,225.7533955566507,221.15556672657635,223.78782653808597,7136096,-0.0001540725009285815,1
2016-02-17,HDFCBANK,HDFCBANK.NS,224.58093763298183,225.27061190472017,220.4658755323594,224.12115478515625,7503924,0.0014894833746175173,1
2016-02-18,HDFCBANK,HDFCBANK.NS,226.67296667250423,227.87989676888415,224.60394365013852,227.46609497070312,6799856,0.01492469637127014,0
2016-02-19,HDFCBANK,HDFCBANK.NS,227.3051726154197,228.1902490908955,223.79932798089615,227.43161010742188,3328660,-0.000151604410695505,0
2016-02-22,HDFCBANK,HDFCBANK.NS,225.9832999170354,228.97188882743365,225.9832999170354,227.30517578125,4002396,-0.0005559223984394901,0
2016-02-23,HDFCBANK,HDFCBANK.NS,226.4200914707814,226.55802072621927,222.0751375155026,223.00619506835935,6078320,-0.01891281488912433,0
2016-02-24,HDFCBANK,HDFCBANK.NS,220.6957930861872,221.36248390705268,217.56927496338383,218.30491638183597,6463468,-0.02108138155122674,0
2016-02-25,HDFCBANK,HDFCBANK.NS,219.3164462175168,220.06359343995595,215.6841640654895,216.70718383789065,8463196,-0.00731881155232772,1
2016-02-26,HDFCBANK,HDFCBANK.NS,218.39688367575687,223.2246042622736,217.24742639325288,220.9256896972656,6209388,0.019466386783608458,1
2016-02-29,HDFCBANK,HDFCBANK.NS,220.94866510247263,225.891331235418,213.33926378480152,223.4199981689453,8812752,0.011290259974282124,1
2016-03-01,HDFCBANK,HDFCBANK.NS,224.13267647538592,226.84539283345637,223.42000454722773,226.2476806640625,4322560,0.012656353586481428,1
2016-03-02,HDFCBANK,HDFCBANK.NS,229.43167244022152,232.3972778268328,228.74199807416875,231.5466766357422,6358976,0.02342121676618536,1
2016-03-03,HDFCBANK,HDFCBANK.NS,232.36279171798245,234.48928770946532,232.1903731240784,233.5352325439453,4610400,0.00858814273258357,1
2016-03-04,HDFCBANK,HDFCBANK.NS,233.44328184302577,235.6157589089045,228.30519938163508,234.61572265625,5704624,0.004626668535341327,0
2016-03-08,HDFCBANK,HDFCBANK.NS,235.4088496550941,235.4088496550941,232.0754235613452,233.14442443847656,1913688,-0.006271098122137109,1
2016-03-09,HDFCBANK,HDFCBANK.NS,232.88005813646004,236.76522957580303,231.44323645496655,235.59278869628903,6528172,0.010501491784370653,0
2016-03-10,HDFCBANK,HDFCBANK.NS,235.5927830251041,235.81116869026476,232.2133616738268,234.7766571044922,2671392,-0.003464162024284012,1
2016-03-11,HDFCBANK,HDFCBANK.NS,234.4662909642646,236.97211333372027,232.8800343771471,236.48931884765625,4730856,0.007294855307535153,0
2016-03-14,HDFCBANK,HDFCBANK.NS,236.3284155154205,238.6158242653281,235.69621401477127,236.2249755859375,3008656,-0.0011177809763537327,0
2016-03-15,HDFCBANK,HDFCBANK.NS,236.3054123173677,237.56981521344355,234.86859084455435,236.02952575683597,7690036,-0.0008273885037631823,1
2016-03-16,HDFCBANK,HDFCBANK.NS,236.09848739185205,237.7652001801587,234.2478642745757,236.8916015625,4803548,0.0036524066338723404,0
2016-03-17,HDFCBANK,HDFCBANK.NS,237.92614664779708,238.8572182521004,232.4547469365605,234.1214599609375,5113484,-0.011693709626221738,1
2016-03-18,HDFCBANK,HDFCBANK.NS,235.16746839359888,237.2479832700528,233.4202849041289,236.42037963867188,4135068,0.009819346240699023,1
2016-03-21,HDFCBANK,HDFCBANK.NS,237.4778697790161,240.77680650072887,237.30545119011552,240.3744964599609,5318796,0.01672494066430419,1
2016-03-22,HDFCBANK,HDFCBANK.NS,240.58142148527895,242.9033197016492,239.24803974447212,242.2711181640625,4120264,0.007890278428175579,0
2016-03-23,HDFCBANK,HDFCBANK.NS,242.08718741485453,242.08718741485453,239.21354447067236,241.236572265625,8464300,-0.004270199049219436,0
2016-03-28,HDFCBANK,HDFCBANK.NS,240.2365659290396,242.07569753423795,239.466435181947,240.8112945556641,11270868,-0.001762907282120696,1
2016-03-29,HDFCBANK,HDFCBANK.NS,240.811300893518,243.5699983739211,240.0641536592422,242.25962829589844,6733952,0.006014392900078658,1
