Date,Close,Dividends,High,Low,Open,Stock Splits,Volume,Ticker,Name
2016-01-01,220.01004028320312,0.0,220.7792607924818,218.46075091222082,218.80743532678252,0.0,5416562,RELIANCE.NS,RELIANCE
2016-01-04,215.66549682617188,0.0,219.67415063535964,213.80201044918542,217.76732871141704,0.0,30170947,RELIANCE.NS,RELIANCE
2016-01-05,217.79983520507812,0.0,218.85075117102275,216.03386823402062,216.74891923913347,0.0,14946239,RELIANCE.NS,RELIANCE
2016-01-06,223.6611328125,0.0,225.00457813836778,216.77057846279516,218.33070151970546,0.0,26759864,RELIANCE.NS,RELIANCE
2016-01-07,219.5549774169922,0.0,222.7510607850581,218.42822426957886,221.2451071381122,0.0,19739943,RELIANCE.NS,RELIANCE
2016-01-08,222.26353454589844,0.0,223.81282383121436,220.3025430765852,221.0176085710197,0.0,21313199,RELIANCE.NS,RELIANCE
2016-01-11,227.86480712890625,0.0,229.85830020526586,219.0674449426684,220.1400286902471,0.0,29016443,RELIANCE.NS,RELIANCE
2016-01-12,226.53221130371094,0.0,230.85504797832004,225.58963419577407,228.60154160053855,0.0,23373377,RELIANCE.NS,RELIANCE
2016-01-13,233.3360595703125,0.0,236.13128898265202,226.9113770479637,228.18981900653316,0.0,71802356,RELIANCE.NS,RELIANCE
2016-01-14,230.04248046875,0.0,234.23532501627102,228.17900846765409,230.51918597239523,0.0,27823189,RELIANCE.NS,RELIANCE
2016-01-15,232.5668487548828,0.0,236.07712947998945,230.89838672268309,231.79762829460677,0.0,28767318,RELIANCE.NS,RELIANCE
2016-01-18,220.33505249023438,0.0,234.87454930310864,218.43907874282425,232.9352255402803,0.0,27254669,RELIANCE.NS,RELIANCE
2016-01-19,226.13131713867188,0.0,227.47474791612595,219.73913643425502,222.9677356763225,0.0,21489315,RELIANCE.NS,RELIANCE
2016-01-20,217.66986083984375,0.0,224.2462192496826,214.51711247448506,224.2462192496826,0.0,45114225,RELIANCE.NS,RELIANCE
2016-01-21,213.2602996826172,0.0,222.2635198402183,211.63517329333288,220.4867190379852,0.0,31768619,RELIANCE.NS,RELIANCE
2016-01-22,217.58314514160156,0.0,219.06743096712333,215.39464223783318,215.39464223783318,0.0,23682648,RELIANCE.NS,RELIANCE
2016-01-25,217.53982543945312,0.0,220.74674282410305,216.68391942528197,218.8507547141282,0.0,13099564,RELIANCE.NS,RELIANCE
2016-01-27,216.54307556152344,0.0,218.8507513478874,216.0230345216206,218.43906364233527,0.0,17251028,RELIANCE.NS,RELIANCE
2016-01-28,220.34588623046875,0.0,221.40765062140753,216.0555509736724,216.90062314554362,0.0,23074633,RELIANCE.NS,RELIANCE
2016-01-29,224.3544921875,0.0,225.35123857336674,220.58419881652853,220.79004263915616,0.0,19177163,RELIANCE.NS,RELIANCE
2016-02-01,223.2494659423828,0.0,225.74133256553765,222.2202176283278,225.34046423528596,0.0,9918809,RELIANCE.NS,RELIANCE
2016-02-02,216.93312072753906,0.0,223.7911595696479,214.62543036213773,223.24945072887465,0.0,14771279,RELIANCE.NS,RELIANCE
2016-02-03,212.65359497070312,0.0,215.38382128565348,211.26682850366376,214.08371145027684,0.0,15691478,RELIANCE.NS,RELIANCE
2016-02-04,210.8442840576172,0.0,216.900600232485,209.2516593361559,214.0837029334668,0.0,18203784,RELIANCE.NS,RELIANCE
2016-02-05,210.37841796875,0.0,212.7835987114515,208.3199216058435,212.15521880860464,0.0,20998404,RELIANCE.NS,RELIANCE
2016-02-08,208.24407958984375,0.0,213.39032037829412,207.57234969056293,210.42174865802698,0.0,12078110,RELIANCE.NS,RELIANCE
2016-02-09,207.47486877441406,0.0,209.92339975651325,205.84974219975453,206.47812216097438,0.0,19603494,RELIANCE.NS,RELIANCE
2016-02-10,208.5907745361328,0.0,210.83346150218782,205.55719934236797,206.21809538853444,0.0,16883350,RELIANCE.NS,RELIANCE
2016-02-11,200.3351287841797,0.0,209.30584806431622,198.3741372735685,208.6341181051593,0.0,17114833,RELIANCE.NS,RELIANCE
2016-02-12,196.434814453125,0.0,202.36112456290016,192.43699420019152,202.36112456290016,0.0,29319458,RELIANCE.NS,RELIANCE
2016-02-15,205.14547729492188,0.0,206.14222374674068,198.9158192032881,198.9158192032881,0.0,19283523,RELIANCE.NS,RELIANCE
2016-02-16,201.63522338867188,0.0,207.583186330241,200.86598849962294,206.08806656366005,0.0,13024856,RELIANCE.NS,RELIANCE
2016-02-17,206.41311645507812,0.0,207.46403249578233,198.56915029245238,202.6211400267671,0.0,15442221,RELIANCE.NS,RELIANCE
2016-02-18,203.7045440673828,0.0,209.90170057839455,202.81613646560348,208.6557602657591,0.0,14433087,RELIANCE.NS,RELIANCE
2016-02-19,204.62548828125,0.0,206.44563946939854,203.10870044594992,203.68292548503499,0.0,10235503,RELIANCE.NS,RELIANCE
2016-02-22,208.5149383544922,0.0,209.81504821443392,204.57128769025144,204.57128769025144,0.0,12770834,RELIANCE.NS,RELIANCE
2016-02-23,205.7738800048828,0.0,209.57667543865958,204.2787602662221,208.68826781181738,0.0,18989787,RELIANCE.NS,RELIANCE
2016-02-24,206.42393493652344,0.0,207.70236252456638,204.11624469562528,204.74463906717372,0.0,15186204,RELIANCE.NS,RELIANCE
2016-02-25,204.5712890625,0.0,207.26901378546972,203.86707192393416,206.75980661819221,0.0,24826958,RELIANCE.NS,RELIANCE
2016-02-26,205.92556762695312,0.0,207.74571854364044,204.6146238757118,206.49977811592808,0.0,8349402,RELIANCE.NS,RELIANCE
2016-02-29,209.45750427246094,0.0,215.51382047887952,202.5994515256083,206.1313998221323,0.0,31032353,RELIANCE.NS,RELIANCE
2016-03-01,212.63194274902344,0.0,213.44451326362557,209.02415685739308,209.03499074520192,0.0,16453192,RELIANCE.NS,RELIANCE
2016-03-02,217.0089569091797,0.0,217.92986627345962,213.9212121921017,215.14547040567058,0.0,20105967,RELIANCE.NS,RELIANCE
2016-03-03,219.4683074951172,0.0,220.58422676177284,216.14220300422977,218.85074702006418,0.0,15880459,RELIANCE.NS,RELIANCE
2016-03-04,218.07070922851562,0.0,219.93419575268635,217.44232928355206,219.7175035363224,0.0,8987660,RELIANCE.NS,RELIANCE
2016-03-08,222.53440856933594,0.0,223.37946629456678,218.3090620853021,218.3090620853021,0.0,13222993,RELIANCE.NS,RELIANCE
2016-03-09,225.71966552734375,0.0,226.1963710770053,220.71426448813253,221.0176278249973,0.0,11854901,RELIANCE.NS,RELIANCE
2016-03-10,219.22994995117188,0.0,226.62971166682465,218.6340717075315,225.79547344704704,0.0,20706353,RELIANCE.NS,RELIANCE
2016-03-11,219.82586669921875,0.0,223.08696847681276,218.98080890899638,219.91255227402323,0.0,15319044,RELIANCE.NS,RELIANCE
2016-03-14,220.9634552001953,0.0,222.40439125225063,219.49000301923869,220.8226001898568,0.0,11880095,RELIANCE.NS,RELIANCE
2016-03-15,221.12594604492188,0.0,222.71857086958101,219.95585728894147,221.88433261951093,0.0,10487788,RELIANCE.NS,RELIANCE
2016-03-16,221.39678955078125,0.0,222.2743633354288,217.8648555669135,221.2342812441683,0.0,11064129,RELIANCE.NS,RELIANCE
2016-03-17,222.62957763671875,2.600351,227.20926193421207,221.7530789750696,225.03994164259063,0.0,16832997,RELIANCE.NS,RELIANCE
2016-03-18,225.08377075195312,0.0,225.73018158313377,222.56384800707525,223.12261189536045,0.0,14030979,RELIANCE.NS,RELIANCE
2016-03-21,227.29690551757812,0.0,228.21722763598328,224.1086603327633,225.24809979968094,0.0,12708074,RELIANCE.NS,RELIANCE
2016-03-22,229.60865783691406,0.0,230.57278876055884,226.93533852407495,227.2311615604986,0.0,15333442,RELIANCE.NS,RELIANCE
2016-03-23,225.5220184326172,0.0,229.40049801845998,224.0319765323896,229.40049801845998,0.0,16806372,RELIANCE.NS,RELIANCE
2016-03-28,223.5937042236328,0.0,226.06980322445057,222.55286763668943,225.69728913083102,0.0,18070240,RELIANCE.NS,RELIANCE
2016-03-29,227.06683349609375,0.0,228.3267875113211,223.5498976426835,224.33873472880438,0.0,15871250,RELIANCE.NS,RELIANCE
2016-03-30,229.43336486816406,0.0,230.46324569087028,228.48017511967453,228.48017511967453,0.0,14453294,RELIANCE.NS,RELIANCE
2016-03-31,229.02796936035156,0.0,231.39450978763205,226.28892945213528,228.1076618977725,0.0,30833349,RELIANCE.NS,RELIANCE
2016-04-01,226.6724090576172,0.0,229.2690228040276,224.60169158101996,227.6913339945881,0.0,12381116,RELIANCE.NS,RELIANCE
2016-04-04,226.8038787841797,0.0,228.37061172134196,224.66742610871532,227.88853892319,0.0,8632568,RELIANCE.NS,RELIANCE
2016-04-05,225.0289764404297,0.0,228.41442714847713,223.98813980814438,225.99312200278408,0.0,10259495,RELIANCE.NS,RELIANCE
2016-04-06,226.51902770996094,0.0,227.16543852512137,224.07579610066784,226.15746945215102,0.0,6990781,RELIANCE.NS,RELIANCE
2016-04-07,227.28594970703125,0.0,229.64153434076175,223.96623411227816,226.77100931057169,0.0,8789163,RELIANCE.NS,RELIANCE
2016-04-08,227.0887451171875,0.0,231.05487153542248,225.96026151232513,226.99012768256125,0.0,13411752,RELIANCE.NS,RELIANCE
2016-04-11,227.9542694091797,0.0,229.09372348952124,226.35466890257615,227.23116754058466,0.0,10308361,RELIANCE.NS,RELIANCE
2016-04-12,229.51004028320312,0.0,231.712242686377,227.46123464532332,227.95426328754723,0.0,11164859,RELIANCE.NS,RELIANCE
2016-04-13,233.59671020507812,0.0,234.44034127096924,230.63855279527326,230.63855279527326,0.0,16038542,RELIANCE.NS,RELIANCE
2016-04-18,233.3118438720703,0.0,233.76104904769346,231.26303822784993,233.54191707973482,0.0,19065716,RELIANCE.NS,RELIANCE
2016-04-20,227.29690551757812,0.0,234.2869537176954,226.96821486748303,234.2869537176954,0.0,21687934,RELIANCE.NS,RELIANCE
2016-04-21,228.14051818847656,0.0,230.51799973764875,226.7929027216891,228.1952975211925,0.0,11380697,RELIANCE.NS,RELIANCE
2016-04-22,227.65846252441406,0.0,229.53195972592485,225.54392161353195,227.66941839177974,0.0,11705087,RELIANCE.NS,RELIANCE
2016-04-25,222.8267822265625,0.0,228.86364076735003,221.81881315850842,228.86364076735003,0.0,61157544,RELIANCE.NS,RELIANCE
2016-04-26,222.8377685546875,0.0,224.36067823247822,220.76705079783977,222.49813661461582,0.0,26429236,RELIANCE.NS,RELIANCE
2016-04-27,223.37457275390625,0.0,224.80983517093364,222.62955919235577,223.0458967535128,0.0,14502641,RELIANCE.NS,RELIANCE
2016-04-28,218.40049743652344,0.0,223.33076953535365,217.14052877213814,222.191330042699,0.0,61949033,RELIANCE.NS,RELIANCE
2016-04-29,215.332763671875,0.0,218.80587606630152,214.4891326183518,217.68833369750698,0.0,23479680,RELIANCE.NS,RELIANCE
2016-05-02,216.2640380859375,0.0,217.45825688026346,214.30287932340727,214.52199667013636,0.0,10620873,RELIANCE.NS,RELIANCE
2016-05-03,213.82081604003906,0.0,218.0170304350802,213.15249347547459,216.49412092562375,0.0,17571826,RELIANCE.NS,RELIANCE
2016-05-04,214.32479858398438,0.0,215.5518850234082,213.20727082177217,213.43734404391662,0.0,13546285,RELIANCE.NS,RELIANCE
2016-05-05,213.70030212402344,0.0,215.49710833436652,212.74711236590912,214.74113882498472,0.0,21665684,RELIANCE.NS,RELIANCE
2016-05-06,212.31980895996094,0.0,214.03992401484658,211.89251550624383,213.20726346942527,0.0,14748329,RELIANCE.NS,RELIANCE
2016-05-09,215.42041015625,0.0,216.05586509826418,213.16344294305327,213.64551574014283,0.0,15347096,RELIANCE.NS,RELIANCE
2016-05-10,215.29989624023438,0.0,215.77101317120005,214.30288304067054,215.4204107830258,0.0,7248302,RELIANCE.NS,RELIANCE
2016-05-11,213.73316955566406,0.0,214.90547666995272,212.54989194620143,212.9443178160223,0.0,12339923,RELIANCE.NS,RELIANCE
2016-05-12,217.5458984375,0.0,217.85267734265813,213.65646323798853,213.86462471223183,0.0,12786216,RELIANCE.NS,RELIANCE
2016-05-13,214.3357696533203,0.0,217.05289817751307,213.64553531060585,216.70229575824285,0.0,14648291,RELIANCE.NS,RELIANCE
2016-05-16,213.85366821289062,0.0,215.2889306761971,212.79091985603353,214.0837414205846,0.0,9327335,RELIANCE.NS,RELIANCE
2016-05-17,212.36363220214844,0.0,215.4204069516321,211.7500890042506,214.79590788640263,0.0,12157600,RELIANCE.NS,RELIANCE
2016-05-18,212.67044067382812,0.0,213.09771955914943,211.2570897096268,211.65151561571318,0.0,8228838,RELIANCE.NS,RELIANCE
2016-05-19,208.4303741455078,0.0,212.96623520043997,207.20328765943657,212.92241172788937,0.0,9134784,RELIANCE.NS,RELIANCE
2016-05-20,204.70526123046875,0.0,209.1534750065956,204.08076216614526,208.60566701348233,0.0,18544619,RELIANCE.NS,RELIANCE
2016-05-23,203.78494262695312,0.0,206.12957140948686,202.83175289943375,205.39549903205173,0.0,18365734,RELIANCE.NS,RELIANCE
2016-05-24,206.07479858398438,0.0,206.85267982869118,203.35765559311855,203.35765559311855,0.0,12283217,RELIANCE.NS,RELIANCE
2016-05-25,208.4303741455078,0.0,208.78097655323984,206.22818614053125,208.1345657057913,0.0,9240115,RELIANCE.NS,RELIANCE
2016-05-26,207.47715759277344,0.0,208.69330268111904,206.87457029562535,208.1674064510393,0.0,14190024,RELIANCE.NS,RELIANCE
2016-05-27,213.5797576904297,0.0,214.06183046897164,207.89350177891004,207.9592369813486,0.0,13401594,RELIANCE.NS,RELIANCE
2016-05-30,212.26499938964844,0.0,215.0697741666856,211.45423606706728,213.9522466021839,0.0,9633652,RELIANCE.NS,RELIANCE
2016-05-31,209.88754272460938,0.0,213.20727307042165,209.59173429301813,212.33077438883083,0.0,23332727,RELIANCE.NS,RELIANCE
2016-06-01,208.9562530517578,0.0,211.69530762215885,208.56184183162978,209.90944275505268,0.0,9042808,RELIANCE.NS,RELIANCE
2016-06-02,209.5369415283203,0.0,209.7341617778392,207.09372447741254,209.15348615183603,0.0,10253825,RELIANCE.NS,RELIANCE
2016-06-03,210.28195190429688,0.0,210.99409788448816,209.4492767601411,210.35864297306702,0.0,8643295,RELIANCE.NS,RELIANCE
2016-06-06,209.21922302246094,0.0,211.0160292542523,208.72619433573473,210.57777990745933,0.0,8672842,RELIANCE.NS,RELIANCE
2016-06-07,209.2740020751953,0.0,210.5668237504996,208.51801793049998,209.75607489327328,0.0,18954268,RELIANCE.NS,RELIANCE
2016-06-08,209.06582641601562,0.0,209.92039868721676,207.9811516783498,209.92039868721676,0.0,12135516,RELIANCE.NS,RELIANCE
2016-06-09,212.80186462402344,0.0,213.9632157236057,209.52595816072244,210.358633266456,0.0,15643495,RELIANCE.NS,RELIANCE
2016-06-10,214.01800537109375,0.0,215.70526739680625,212.17737583485157,213.42637392632568,0.0,16316760,RELIANCE.NS,RELIANCE
2016-06-13,214.982177734375,0.0,215.49711817444103,211.02699223918893,212.52799008596244,0.0,10214469,RELIANCE.NS,RELIANCE
2016-06-14,213.91941833496094,0.0,215.92440065114968,212.3965088291743,214.94929916254821,0.0,10923848,RELIANCE.NS,RELIANCE
2016-06-15,215.74908447265625,0.0,216.1654074059292,213.37158826970796,214.74111548481852,0.0,11129082,RELIANCE.NS,RELIANCE
2016-06-16,213.9303741455078,0.0,215.54093059324074,211.90348009426714,214.9602549728195,0.0,9372207,RELIANCE.NS,RELIANCE
2016-06-17,213.6235809326172,0.0,214.44530021688112,212.5717884400618,214.08374197652589,0.0,10534878,RELIANCE.NS,RELIANCE
2016-06-20,216.97618103027344,0.0,217.50207728233312,212.11164435555278,213.0209959589808,0.0,10758608,RELIANCE.NS,RELIANCE
2016-06-21,216.29689025878906,0.0,217.8417113250107,214.6753781266829,217.83075545845577,0.0,13933068,RELIANCE.NS,RELIANCE
