Date,Close,Dividends,High,Low,Open,Stock Splits,Volume,Ticker,Name
2016-01-01,290.67626953125,0.0,293.6641198294723,288.2432772235502,290.206743178551,0.0,1387248,BHARTIARTL.NS,BHARTIARTL
2016-01-04,278.9808349609375,0.0,289.35296171248496,274.02952023587056,288.54199343326076,0.0,3498169,BHARTIARTL.NS,BHARTIARTL
2016-01-05,276.12109375,0.0,280.6455783204415,274.0296014574806,279.15163873642416,0.0,2351113,BHARTIARTL.NS,BHARTIARTL
2016-01-06,275.0539855957031,0.0,283.84681436412194,272.87710408394184,278.2125855158996,0.0,2678635,BHARTIARTL.NS,BHARTIARTL
2016-01-07,275.1820068359375,0.0,278.12716169720426,270.27335758774416,273.94417807173863,0.0,3135368,BHARTIARTL.NS,BHARTIARTL
2016-01-08,276.4625549316406,0.0,277.4016075919272,271.89540470631397,276.8467207216797,0.0,1999282,BHARTIARTL.NS,BHARTIARTL
2016-01-11,274.1576232910156,0.0,276.59058636584905,268.6514208797788,274.0295680387016,0.0,2795794,BHARTIARTL.NS,BHARTIARTL
2016-01-12,269.2489929199219,0.0,277.82843528587426,267.7123875941673,274.8832509895282,0.0,3262399,BHARTIARTL.NS,BHARTIARTL
2016-01-13,263.4440002441406,0.0,275.35276317314924,257.85243718431286,274.0295737157879,0.0,5044083,BHARTIARTL.NS,BHARTIARTL
2016-01-14,263.5720520019531,0.0,266.3464861348308,256.52924432324323,261.9927520556125,0.0,3633282,BHARTIARTL.NS,BHARTIARTL
2016-01-15,261.3098449707031,0.0,266.09041126344835,258.74882628150453,266.09041126344835,0.0,3572695,BHARTIARTL.NS,BHARTIARTL
2016-01-18,256.3158264160156,0.0,263.52935510181794,250.85228982247,262.761052494945,0.0,4574694,BHARTIARTL.NS,BHARTIARTL
2016-01-19,264.8952941894531,0.0,266.688010279425,254.73657931507367,257.6390692791821,0.0,3707778,BHARTIARTL.NS,BHARTIARTL
2016-01-20,264.2976989746094,0.0,267.9258256969384,258.49271934398854,263.3586751557631,0.0,5629713,BHARTIARTL.NS,BHARTIARTL
2016-01-21,264.0415954589844,0.0,267.541666619107,259.21833477304386,267.2001955569882,0.0,3422136,BHARTIARTL.NS,BHARTIARTL
2016-01-22,254.99256896972656,0.0,265.6635011093037,248.88881486409466,265.5781405897166,0.0,5904068,BHARTIARTL.NS,BHARTIARTL
2016-01-25,253.9682159423828,0.0,256.9134002672594,249.7425368024328,255.97437651748157,0.0,3479687,BHARTIARTL.NS,BHARTIARTL
2016-01-27,254.22425842285156,0.0,255.67550283532586,249.10222272075086,253.9681479658349,0.0,5644966,BHARTIARTL.NS,BHARTIARTL
2016-01-28,248.76083374023438,0.0,252.55968151049703,246.1571203193543,251.23649189039816,0.0,7080505,BHARTIARTL.NS,BHARTIARTL
2016-01-29,247.48025512695312,0.0,253.79745437393095,240.99233482775304,247.05342359002222,0.0,7373584,BHARTIARTL.NS,BHARTIARTL
2016-02-01,253.19992065429688,0.0,254.3950838708671,248.5900755915934,249.44376773291225,0.0,4425387,BHARTIARTL.NS,BHARTIARTL
2016-02-02,257.9804992675781,0.0,259.5171045550963,252.4316018749509,253.19990451870999,0.0,4808715,BHARTIARTL.NS,BHARTIARTL
2016-02-03,255.9316864013672,0.0,257.63904175857846,252.81578094094436,256.6999890855172,0.0,5232930,BHARTIARTL.NS,BHARTIARTL
2016-02-04,259.73052978515625,0.0,261.05371932560615,257.4682875869007,259.34639290251204,0.0,3411138,BHARTIARTL.NS,BHARTIARTL
2016-02-05,262.2488708496094,0.0,263.35864453783097,257.85244191157545,257.8951077264279,0.0,2647351,BHARTIARTL.NS,BHARTIARTL
2016-02-08,265.4928894042969,0.0,267.62707671110434,260.8830436653373,263.23064681218705,0.0,2753109,BHARTIARTL.NS,BHARTIARTL
2016-02-09,266.5599060058594,0.0,268.01115072116886,262.0781166047009,263.7854718304703,0.0,3145945,BHARTIARTL.NS,BHARTIARTL
2016-02-10,265.7488708496094,0.0,268.86480453319587,263.3586027799973,265.4927892819628,0.0,10180024,BHARTIARTL.NS,BHARTIARTL
2016-02-11,263.52935791015625,0.0,269.3343656026604,259.90126062201614,260.370758009947,0.0,6520711,BHARTIARTL.NS,BHARTIARTL
2016-02-12,277.06011962890625,0.0,281.71263011060864,262.5049488139959,266.7733224354654,0.0,4049410,BHARTIARTL.NS,BHARTIARTL
2016-02-15,272.23687744140625,0.0,281.6272884762977,270.1453563045654,280.47482000549803,0.0,5615585,BHARTIARTL.NS,BHARTIARTL
2016-02-16,269.1636047363281,0.0,277.3588804759488,267.8404153469177,275.1820279724353,0.0,2910959,BHARTIARTL.NS,BHARTIARTL
2016-02-17,272.7917175292969,0.0,274.5417383907268,263.4439739147348,267.62698656461936,0.0,3974587,BHARTIARTL.NS,BHARTIARTL
2016-02-18,274.2002868652344,0.0,275.8222815061307,269.80385813478097,275.7369209740775,0.0,2569038,BHARTIARTL.NS,BHARTIARTL
2016-02-19,278.3406066894531,0.0,279.9626013396517,270.40144122267805,273.6027358036151,0.0,5961801,BHARTIARTL.NS,BHARTIARTL
2016-02-22,280.9443054199219,0.0,285.8956207444873,274.8832165096954,277.0174031528227,0.0,3455165,BHARTIARTL.NS,BHARTIARTL
2016-02-23,274.2856750488281,0.0,284.2736965909098,271.5539354030916,284.2736965909098,0.0,5437598,BHARTIARTL.NS,BHARTIARTL
2016-02-24,276.54791259765625,0.0,277.9137968506488,271.16976503128296,271.5965966337482,0.0,2523354,BHARTIARTL.NS,BHARTIARTL
2016-02-25,275.352783203125,0.0,277.8284412288973,271.46857508301065,277.4016096188773,0.0,9556967,BHARTIARTL.NS,BHARTIARTL
2016-02-26,271.4258728027344,0.0,277.316212451055,270.6148754224471,277.316212451055,0.0,7064596,BHARTIARTL.NS,BHARTIARTL
2016-02-29,269.3343200683594,0.0,275.1819925858479,267.24279945756,270.61481457485087,0.0,3988625,BHARTIARTL.NS,BHARTIARTL
2016-03-01,273.7734680175781,0.0,275.139352219394,264.85255489095454,269.3770390828751,0.0,4830530,BHARTIARTL.NS,BHARTIARTL
2016-03-02,278.5967102050781,0.0,279.79184434982926,274.0295604988889,274.8832236156573,0.0,3289694,BHARTIARTL.NS,BHARTIARTL
2016-03-03,284.61517333984375,0.0,285.9383629187889,276.590617511049,280.3467993451697,0.0,3265002,BHARTIARTL.NS,BHARTIARTL
2016-03-04,281.0723571777344,0.0,287.38955650053487,279.23694685925165,283.4199595654067,0.0,2167900,BHARTIARTL.NS,BHARTIARTL
2016-03-08,282.9931640625,0.0,285.1273509509339,278.93820608383777,281.2858087704771,0.0,2393678,BHARTIARTL.NS,BHARTIARTL
2016-03-09,285.6395263671875,0.0,286.7066342021374,280.2613791918767,280.9016554553977,0.0,3430173,BHARTIARTL.NS,BHARTIARTL
